name,birthday,deathday,wp_views,sp_followers,sp_popularity,genres,wp_url,wd_url,sp_url,birthdate,deathdate,birthyear,deathyear,sp_id,sp_img_url
Ignatz Waghalter,March 15,April 07,15324,200,20,['german romanticism'],http://en.wikipedia.org/wiki/Ignatz_Waghalter,https://www.wikidata.org/wiki/Q214131,https://open.spotify.com/artist/2Lu18x6KYQaNMcRG65S7FJ,"Mar 15, 1881","Apr 07, 1949",1881,1949,2Lu18x6KYQaNMcRG65S7FJ,https://i.scdn.co/image/ab67616d0000b273254912d515436c7ff62e04e6
Peter Ablinger,March 15,,11464,447,3,"['21st century classical', 'austrian contemporary classical', 'contemporary classical']",http://en.wikipedia.org/wiki/Peter_Ablinger,https://www.wikidata.org/wiki/Q321338,https://open.spotify.com/artist/4iye2PNjCUGr2ecYkkDEUm,"Mar 15, 1959",,1959,,4iye2PNjCUGr2ecYkkDEUm,https://i.scdn.co/image/ab67616d0000b273fa901eb82147988a85593fd0
Nicolas Flagello,March 15,March 16,13791,82,10,['american modern classical'],http://en.wikipedia.org/wiki/Nicolas_Flagello,https://www.wikidata.org/wiki/Q954527,https://open.spotify.com/artist/4Gjva1OHKNDbzB6AMGDXHL,"Mar 15, 1928","Mar 16, 1994",1928,1994,4Gjva1OHKNDbzB6AMGDXHL,https://i.scdn.co/image/320d2ef645494768a8fbb880e75d69c5327edb3d
Wilfried Hiller,March 15,,18097,34,7,[],http://de.wikipedia.org/wiki/Wilfried_Hiller,https://www.wikidata.org/wiki/Q1413361,https://open.spotify.com/artist/5QsCwMJZlseaX8MQVeqy6x,"Mar 15, 1941",,1941,,5QsCwMJZlseaX8MQVeqy6x,https://i.scdn.co/image/ab67616d0000b27321a928a8155c7faea1c2baa7
William Gardiner,March 15,,2169,10,3,[],http://en.wikipedia.org/wiki/William_Gardiner_(composer),,https://open.spotify.com/artist/3l3ImlxZ1uGRw8g2xX6fHn,,,1770,,3l3ImlxZ1uGRw8g2xX6fHn,
Gaetano Gaspari,March 15,March 31,5036,5,0,[],http://en.wikipedia.org/wiki/Gaetano_Gaspari,https://www.wikidata.org/wiki/Q332811,https://open.spotify.com/artist/07dcviNLc6PZRMZLOsziYL,"Mar 14, 1807","Mar 31, 1881",1807,1881,07dcviNLc6PZRMZLOsziYL,
Hi Kyung Kim,March 15,,8203,5,0,[],http://en.wikipedia.org/wiki/Hi_Kyung_Kim,https://www.wikidata.org/wiki/Q5750410,https://open.spotify.com/artist/24X7QauZkISK6XGEDkOWfv,"Jan 01, 1954",,1954,,24X7QauZkISK6XGEDkOWfv,https://i.scdn.co/image/70b66c98293cdba82ccb87a5cd4c1fe4c9981ce9
Manfred Schlenker,March 15,,9300,5,0,[],http://de.wikipedia.org/wiki/Manfred_Schlenker_%28Komponist%29,https://www.wikidata.org/wiki/Q1145886,https://open.spotify.com/artist/3pCSDnhUcZDj1kIR5g4N4Q,"Mar 15, 1926",,1926,,3pCSDnhUcZDj1kIR5g4N4Q,
Mary Turner Salter,March 15,January 01,5345,0,0,,http://en.wikipedia.org/wiki/Mary_Elizabeth_Turner_Salter,https://www.wikidata.org/wiki/Q6779431,,"Mar 15, 1856","Jan 01, 1938",1856,1938,,
Peter Förtig,March 15,,3893,0,0,,http://de.wikipedia.org/wiki/Peter_F%C3%B6rtig,https://www.wikidata.org/wiki/Q15438322,,"Mar 15, 1934",,1934,,,
Piotr Grella-Mozejko,March 15,,1697,1,0,[],http://pl.wikipedia.org/wiki/Piotr_Grella-Mo%C5%BCejko,https://www.wikidata.org/wiki/Q968553,https://open.spotify.com/artist/4pE9pJi92YOG6P7K5ZKJK9,"Mar 15, 1961",,1961,,4pE9pJi92YOG6P7K5ZKJK9,
Raimondo Boucheron,March 15,February 28,5379,8,0,[],http://en.wikipedia.org/wiki/Raimondo_Boucheron,https://www.wikidata.org/wiki/Q3929568,https://open.spotify.com/artist/05LlZ3sg0BGK7HclV72MCz,"Mar 15, 1800","Feb 28, 1876",1800,1876,05LlZ3sg0BGK7HclV72MCz,
Wilhelm Petersen,March 15,December 18,6707,3,0,[],http://en.wikipedia.org/wiki/Wilhelm_Petersen_(composer),https://www.wikidata.org/wiki/Q2574457,https://open.spotify.com/artist/4mr7xHoGNixszWuo83xULK,"Mar 15, 1890","Dec 18, 1957",1890,1957,4mr7xHoGNixszWuo83xULK,https://i.scdn.co/image/ab67616d0000b2736969c0f47e6621cea39efdda
Michiru Oshima,March 16,,29266,4462,36,"['anime score', 'japanese classical']",http://en.wikipedia.org/wiki/Michiru_Oshima,,https://open.spotify.com/artist/6zqZlqpjrq3op255dF32Fr,,,1961,,6zqZlqpjrq3op255dF32Fr,https://i.scdn.co/image/ab67616d0000b273ddefcadc92cb51626603420c
John Addison,March 16,December 07,89631,430,16,['classic soundtrack'],http://en.wikipedia.org/wiki/John_Addison,https://www.wikidata.org/wiki/Q1699098,https://open.spotify.com/artist/0dD5t8KmNIXcf3CrrL3jK1,"Mar 16, 1920","Dec 07, 1998",1920,1998,0dD5t8KmNIXcf3CrrL3jK1,https://i.scdn.co/image/ab67616d0000b2736e8d27363c1a105132d9ebf8
Frank Fernandez,March 16,,9945,1261,21,['trova'],http://en.wikipedia.org/wiki/Frank_Fern%C3%A1ndez_(pianist),https://www.wikidata.org/wiki/Q5486594,https://open.spotify.com/artist/04QX87LYiClSmPn5BcZd21,"Jan 01, 1944",,1944,,04QX87LYiClSmPn5BcZd21,https://i.scdn.co/image/ab67616d0000b27378c51e42ae64ed3cffb07f43
William Henry Monk,March 16,March 18,37967,168,32,[],http://en.wikipedia.org/wiki/William_Henry_Monk,https://www.wikidata.org/wiki/Q5991718,https://open.spotify.com/artist/61GYUvvf0liMZ5x0HC9oRk,"Mar 16, 1823","Mar 18, 1889",1823,1889,61GYUvvf0liMZ5x0HC9oRk,https://i.scdn.co/image/ab67616d0000b273d565ef91731aea365f6d4fa8
David Del Tredici,March 16,,35857,327,9,"['american contemporary classical', 'contemporary classical']",http://en.wikipedia.org/wiki/David_Del_Tredici,https://www.wikidata.org/wiki/Q560635,https://open.spotify.com/artist/2uSpHGRqp30nn4B7oRny5s,"Mar 16, 1937",,1937,,2uSpHGRqp30nn4B7oRny5s,https://i.scdn.co/image/97abda139d54c02d7991838a7580d64d6a6ec0c6
Vladimir Godár,March 16,,18887,521,8,['21st century classical'],http://en.wikipedia.org/wiki/Vladim%C3%ADr_God%C3%A1r,https://www.wikidata.org/wiki/Q2180476,https://open.spotify.com/artist/3j7qOmNdz5XTUqcMOeSSZB,"Mar 16, 1956",,1956,,3j7qOmNdz5XTUqcMOeSSZB,https://i.scdn.co/image/ab67616d0000b27367d3da3c50f7f91110da4c54
Daniel Bacheler,March 16,November 29,15247,130,23,['english renaissance'],http://en.wikipedia.org/wiki/Daniel_Bacheler,https://www.wikidata.org/wiki/Q349680,https://open.spotify.com/artist/5lhlKFCH9b5f5G43GgyJ2T,"Mar 16, 1572","Nov 29, 1619",1572,1619,5lhlKFCH9b5f5G43GgyJ2T,https://i.scdn.co/image/ab67616d0000b2730e322cfa86831fe87b468631
Minoru Miki,March 16,December 08,16501,329,8,['japanese classical'],http://en.wikipedia.org/wiki/Minoru_Miki,https://www.wikidata.org/wiki/Q1422441,https://open.spotify.com/artist/0iyoQI25tkb0IQIHnt9cqk,"Mar 16, 1930","Dec 08, 2011",1930,2011,0iyoQI25tkb0IQIHnt9cqk,https://i.scdn.co/image/427de7dbb3f439e156a9de87778ab06f9b536542
Pekka Kostiainen,March 16,,7673,84,12,['nordic contemporary classical'],http://en.wikipedia.org/wiki/Pekka_Kostiainen,https://www.wikidata.org/wiki/Q6304677,https://open.spotify.com/artist/1RWMxwxZ72uBzDVYflZoZO,"Mar 16, 1944",,1944,,1RWMxwxZ72uBzDVYflZoZO,https://i.scdn.co/image/ab67616d0000b273db780e199f17fc7a1d4134fd
Sebastian Currier,March 16,,18805,103,2,"['21st century classical', 'american contemporary classical']",http://en.wikipedia.org/wiki/Sebastian_Currier,https://www.wikidata.org/wiki/Q977087,https://open.spotify.com/artist/1cmnlvVMfHej1hc1ANrA0m,"Mar 16, 1959",,1959,,1cmnlvVMfHej1hc1ANrA0m,https://i.scdn.co/image/04b0a604ec46cc1ac467c69d70680132c218f401
Stuart Saunders Smith,March 16,,15477,79,2,[],http://en.wikipedia.org/wiki/Stuart_Saunders_Smith,https://www.wikidata.org/wiki/Q7627073,https://open.spotify.com/artist/6ElKNC7NEg5eHcY5e1bB1h,"Mar 16, 1948",,1948,,6ElKNC7NEg5eHcY5e1bB1h,https://i.scdn.co/image/ab67616d0000b273e9f26110823e85c2d8d4306e
Harald Banter,March 16,,20875,22,1,[],http://de.wikipedia.org/wiki/Harald_Banter,https://www.wikidata.org/wiki/Q1584400,https://open.spotify.com/artist/7EUBI2ixlQrLLgelcUkShK,"Mar 16, 1930",,1930,,7EUBI2ixlQrLLgelcUkShK,https://i.scdn.co/image/ab67616d0000b273095ad2a63d30ed2acb8952e3
Dan Dediu,March 16,,9681,34,1,['romanian contemporary classical'],http://ro.wikipedia.org/wiki/Dan_Dediu,https://www.wikidata.org/wiki/Q1159048,https://open.spotify.com/artist/7x1d8HdQvZkE5LaQ345hIg,"Mar 16, 1967",,1967,,7x1d8HdQvZkE5LaQ345hIg,https://i.scdn.co/image/ab67616d0000b273525c36589d674b082881b705
Fannie Charles Dillon,March 16,February 21,11127,2,0,[],http://en.wikipedia.org/wiki/Fannie_Charles_Dillon,https://www.wikidata.org/wiki/Q5433951,https://open.spotify.com/artist/3AwZvKll5HoKxZXE2VAxVj,"Mar 16, 1881","Feb 21, 1974",1881,1974,3AwZvKll5HoKxZXE2VAxVj,
Jean-Baptiste Matho,March 16,March 16,3970,0,0,,http://en.wikipedia.org/wiki/Jean-Baptiste_Matho,https://www.wikidata.org/wiki/Q931526,,"Mar 16, 1663","Mar 16, 1746",1663,1746,,
Johannes Harneit,March 16,,5454,2,0,[],https://de.wikipedia.org/wiki/Johannes_Harneit,https://www.wikidata.org/wiki/Q1697624,https://open.spotify.com/artist/4I9W1r74qa0jHoxrsAMaoT,"Mar 16, 1963",,1963,,4I9W1r74qa0jHoxrsAMaoT,https://i.scdn.co/image/ab67616d0000b2732a0b413b4e12c2a08e0ba224
Miklós Czemiczky,March 16,,3635,0,0,,http://hu.wikipedia.org/wiki/Csemiczky_Mikl%C3%B3s,https://www.wikidata.org/wiki/Q871465,,"Mar 16, 1954",,1954,,,
Nikolai Lopatnikoff,March 16,October 07,2598,13,0,['neoclassicism'],http://de.wikipedia.org/wiki/Nikolai_Lopatnikoff,https://www.wikidata.org/wiki/Q1739754,https://open.spotify.com/artist/1snbCsxuhul6yhFuACwILP,"Mar 16, 1903","Oct 07, 1976",1903,1976,1snbCsxuhul6yhFuACwILP,https://i.scdn.co/image/ab67616d0000b27315a8f45dca18a5a76f1ea1fb
Perttu Haapanen,March 16,,3215,24,0,['finnish contemporary classical'],https://fi.wikipedia.org/wiki/Perttu_Haapanen,https://www.wikidata.org/wiki/Q11887558,https://open.spotify.com/artist/0PcYbBVLdJ7H8yLzkwzWq3,"Mar 16, 1972",,1972,,0PcYbBVLdJ7H8yLzkwzWq3,https://i.scdn.co/image/ab67616d0000b2735396506a27260cc1a48c2afb
Ramón Barce,March 16,December 14,7633,27,0,['spanish contemporary classical'],http://es.wikipedia.org/wiki/Ram%C3%B3n_Barce,https://www.wikidata.org/wiki/Q1947131,https://open.spotify.com/artist/09RaxWAhuUB8tRBQE0qfMC,"Mar 16, 1928","Dec 14, 2008",1928,2008,09RaxWAhuUB8tRBQE0qfMC,https://i.scdn.co/image/ab67616d0000b273efd33c6d05ca77c3c8909d71
Sayed Darwish,March 17,September 15,74454,35668,24,"['arab folk', 'classic arab pop']",http://en.wikipedia.org/wiki/Sayed_Darwish,https://www.wikidata.org/wiki/Q1208788,https://open.spotify.com/artist/71JpZH64gTrr2Wec59WvNr,"Mar 17, 1892","Sep 15, 1923",1892,1923,71JpZH64gTrr2Wec59WvNr,https://i.scdn.co/image/ab67616d0000b2738f3fbbc0e1396a436d21bab0
Alfred Newman,March 17,February 17,390918,3844,31,['classic soundtrack'],http://en.wikipedia.org/wiki/Alfred_Newman_(composer),https://www.wikidata.org/wiki/Q367032,https://open.spotify.com/artist/2e7myQwGa7Vyp7sss8brVC,"Mar 17, 1901","Feb 17, 1970",1900,1970,2e7myQwGa7Vyp7sss8brVC,https://i.scdn.co/image/a51aeb2f569843710802545e3430eb64ebd7de1e
Josef Rheinberger,March 17,November 25,92369,1462,30,"['german romanticism', 'late romantic era', 'liechtenstein']",http://en.wikipedia.org/wiki/Josef_Rheinberger,https://www.wikidata.org/wiki/Q365555,https://open.spotify.com/artist/6VqbzLwDT1yDg7ghR4jKyL,"Mar 17, 1839","Nov 25, 1901",1839,1901,6VqbzLwDT1yDg7ghR4jKyL,https://i.scdn.co/image/ab67616d0000b2739bda1812e7cd741cd4b08d08
Élisabeth Jacquet de La Guerre,March 17,June 27,71478,1346,23,"['baroque', 'french baroque']",http://en.wikipedia.org/wiki/%C3%89lisabeth_Jacquet_de_La_Guerre,https://www.wikidata.org/wiki/Q57704,https://open.spotify.com/artist/2mIU8f4NWYIEYkhE8gBkJq,"Mar 17, 1665","Jun 27, 1729",1665,1729,2mIU8f4NWYIEYkhE8gBkJq,https://i.scdn.co/image/2fe18fd85349f7db118a5c252bd3f8d55f59fad2
Michael Finnissy,March 17,,33267,846,22,"['21st century classical', 'british contemporary classical', 'contemporary classical']",http://en.wikipedia.org/wiki/Michael_Finnissy,https://www.wikidata.org/wiki/Q2813877,https://open.spotify.com/artist/2tsOm9CPRD4SbZagsqAhj4,"Mar 17, 1946",,1946,,2tsOm9CPRD4SbZagsqAhj4,https://i.scdn.co/image/ab67616d0000b27398f710366e6c8e4dd04aed1d
Nikos Xydakis,March 17,,4819,2954,27,"['laiko', 'rebetiko']",http://en.wikipedia.org/wiki/Nikos_Xydakis,https://www.wikidata.org/wiki/Q20815980,https://open.spotify.com/artist/3enQB0VuAiE7rjCSRvfm4I,,,1952,,3enQB0VuAiE7rjCSRvfm4I,https://i.scdn.co/image/ab67616d0000b2736abbc2ce7965348322b946d5
Thoinot Arbeau,March 17,July 23,43843,180,18,"['french renaissance', 'renaissance']",http://en.wikipedia.org/wiki/Thoinot_Arbeau,https://www.wikidata.org/wiki/Q919152,https://open.spotify.com/artist/4W8t8oOG3TsUGiOOzwJdkw,"Mar 17, 1520","Jul 23, 1595",1520,1595,4W8t8oOG3TsUGiOOzwJdkw,https://i.scdn.co/image/ab67616d0000b2738bfb0d83db2e1fa130f7be7b
Luca Francesconi,March 17,,25058,352,3,"['21st century classical', 'italian contemporary classical']",http://en.wikipedia.org/wiki/Luca_Francesconi,https://www.wikidata.org/wiki/Q966664,https://open.spotify.com/artist/5DslWqyeMLHoizgWZfXvRI,"Mar 17, 1956",,1956,,5DslWqyeMLHoizgWZfXvRI,https://i.scdn.co/image/ab67616d0000b2733285c5b41a4813c80e131a58
Joseph Bonnet,March 17,August 02,12636,187,8,['classical organ'],http://en.wikipedia.org/wiki/Joseph_Bonnet,https://www.wikidata.org/wiki/Q2339677,https://open.spotify.com/artist/3WlXuBBrAt614DUXkWtUX0,"Mar 17, 1884","Aug 02, 1944",1884,1944,3WlXuBBrAt614DUXkWtUX0,https://i.scdn.co/image/ab67616d0000b27327a2d30359364470b6c57bf3
Stephen Dodgson,March 17,April 13,18818,107,7,['british contemporary classical'],http://en.wikipedia.org/wiki/Stephen_Dodgson,https://www.wikidata.org/wiki/Q7609077,https://open.spotify.com/artist/7ewxU9WamWv0ICfF0pOpBe,"Mar 17, 1924","Apr 13, 2013",1924,2013,7ewxU9WamWv0ICfF0pOpBe,https://i.scdn.co/image/ab67616d0000b273da51f8b4cb449c7eea0c125e
Edino Krieger,March 17,,14864,270,3,"['brazilian classical', 'latin classical', 'neoclassicism']",http://pt.wikipedia.org/wiki/Edino_Krieger,https://www.wikidata.org/wiki/Q1284787,https://open.spotify.com/artist/4iAmOzTfwuX0vrHj23R1gf,"Mar 17, 1928",,1928,,4iAmOzTfwuX0vrHj23R1gf,https://i.scdn.co/image/ab67616d0000b273f05a1c60ba1c64600bf8d26c
John La Montaine,March 17,April 29,15566,27,1,['american modern classical'],http://en.wikipedia.org/wiki/John_La_Montaine,https://www.wikidata.org/wiki/Q15097917,https://open.spotify.com/artist/7zaYpZWegD1yCU3018l9E2,"Mar 17, 1920","Apr 29, 2013",1920,2013,7zaYpZWegD1yCU3018l9E2,
Rudi Spring,March 17,,9768,8,3,[],http://en.wikipedia.org/wiki/Rudi_Spring,https://www.wikidata.org/wiki/Q98232,https://open.spotify.com/artist/6QzUzJ8cM6vw794k5qogE9,"Mar 17, 1962",,1962,,6QzUzJ8cM6vw794k5qogE9,https://i.scdn.co/image/ab67616d0000b273516d3dbb2aea408760223388
Stephen Jenks,March 17,June 03,7223,10,1,[],http://en.wikipedia.org/wiki/Stephen_Jenks,https://www.wikidata.org/wiki/Q7609595,https://open.spotify.com/artist/3bpmHPnlI5PxbEbD5qz3bM,"Mar 17, 1772","Jun 03, 1856",1772,1856,3bpmHPnlI5PxbEbD5qz3bM,https://i.scdn.co/image/ab67616d0000b27331cb2c3575925ade71110da7
Brian Boydell,March 17,November 08,15507,18,0,['irish classical'],http://en.wikipedia.org/wiki/Brian_Boydell,https://www.wikidata.org/wiki/Q11334430,https://open.spotify.com/artist/59a2rWNcoKfadsp3MmiGeg,"Mar 17, 1917","Nov 08, 2000",1917,2000,59a2rWNcoKfadsp3MmiGeg,https://i.scdn.co/image/ab67616d0000b273b23865ca961502e13dffbcc5
Frederick Ayres,March 17,January 01,5024,0,0,,http://en.wikipedia.org/wiki/Frederick_Ayres,https://www.wikidata.org/wiki/Q5497306,,"Mar 17, 1876","Jan 01, 1926",1876,1926,,
Guillermo Uribe Holguin,March 17,June 26,8149,50,0,[],http://en.wikipedia.org/wiki/Guillermo_Uribe_Holgu%C3%ADn,https://www.wikidata.org/wiki/Q488305,https://open.spotify.com/artist/4VEkCR61MKBc9goAj2kwjM,"Mar 17, 1880","Jun 26, 1971",1880,1971,4VEkCR61MKBc9goAj2kwjM,
Ladislav Kupkovic,March 17,June 15,11024,23,0,[],http://en.wikipedia.org/wiki/Ladislav_Kupkovi%C4%8D,https://www.wikidata.org/wiki/Q205996,https://open.spotify.com/artist/5nsr5DtYVKoJfSMJf39aEI,"Mar 17, 1936","Jun 15, 2016",1936,2016,5nsr5DtYVKoJfSMJf39aEI,
Maurice Karkoff,March 17,January 20,4414,14,0,['swedish contemporary classical'],http://sv.wikipedia.org/wiki/Maurice_Karkoff,https://www.wikidata.org/wiki/Q3656719,https://open.spotify.com/artist/3A2k6E7zPpf1UgCN6sgE2Y,"Mar 17, 1927","Jan 20, 2013",1927,2013,3A2k6E7zPpf1UgCN6sgE2Y,https://i.scdn.co/image/ab67616d0000b273cdced2543552d35053d7349c
Nick Peros,March 17,,6802,10,0,[],http://en.wikipedia.org/wiki/Nick_Peros,https://www.wikidata.org/wiki/Q7027701,https://open.spotify.com/artist/2XAuhR2sD007XtE90M5T6Z,"Mar 17, 1963",,1963,,2XAuhR2sD007XtE90M5T6Z,https://i.scdn.co/image/ab67616d0000b2733e874f0285492316f604fb89
Raffaele D’Alessandro,March 17,March 17,3506,0,0,[],http://fr.wikipedia.org/wiki/Raffaele_D'Alessandro,https://www.wikidata.org/wiki/Q3417331,https://open.spotify.com/artist/3VqESSXZ1t33edaLe7Tgyk,"Mar 17, 1911","Mar 17, 1959",1911,1959,3VqESSXZ1t33edaLe7Tgyk,
Yury Chernavsky,March 17,,13526,0,0,,http://en.wikipedia.org/wiki/Yury_Chernavsky,https://www.wikidata.org/wiki/Q4513308,,"Mar 17, 1947",,1947,,,
Nikolai Rimsky-Korsakov,March 18,June 21,945664,86824,53,"['avant-garde', 'classical', 'late romantic era', 'russian romanticism']",http://en.wikipedia.org/wiki/Nikolai_Rimsky-Korsakov,https://www.wikidata.org/wiki/Q93227,https://open.spotify.com/artist/2kXJ68O899XvWOBdpzlXgs,"Mar 06, 1844","Jun 21, 1908",1844,1908,2kXJ68O899XvWOBdpzlXgs,https://i.scdn.co/image/93e1a6107946160e8308aafd91de512cf458d443
John Kander,March 18,,291799,1290,32,"['broadway', 'hollywood']",http://en.wikipedia.org/wiki/John_Kander,https://www.wikidata.org/wiki/Q1685876,https://open.spotify.com/artist/7xSEQmlssbeoIUdQ0HFjUT,"Mar 18, 1927",,1927,,7xSEQmlssbeoIUdQ0HFjUT,https://i.scdn.co/image/ab67616d0000b2738eb296a51961319a832f8531
Takashi Yoshimatsu,March 18,,53491,5296,36,['japanese classical'],http://en.wikipedia.org/wiki/Takashi_Yoshimatsu,https://www.wikidata.org/wiki/Q1368689,https://open.spotify.com/artist/1l5ZTaHQFvNzEiP5rZ4Zat,"Mar 18, 1953",,1953,,1l5ZTaHQFvNzEiP5rZ4Zat,https://i.scdn.co/image/ab67616d0000b2735263b8b5db84dbfd1c9fade9
Jean-Claude Risset,March 18,November 21,56287,2939,8,"['acousmatic', 'avant-garde', 'contemporary classical', 'electroacoustic composition', 'musique concrete']",http://en.wikipedia.org/wiki/Jean-Claude_Risset,https://www.wikidata.org/wiki/Q524697,https://open.spotify.com/artist/47c2tcXKQUqmfQwyiXJyOC,"Mar 13, 1938","Nov 21, 2016",1938,2016,47c2tcXKQUqmfQwyiXJyOC,https://i.scdn.co/image/085a4ed13066e0fb42e632caddc511a61b87177b
Andy Cutting,March 18,,23050,1755,22,['traditional british folk'],http://en.wikipedia.org/wiki/Andy_Cutting,https://www.wikidata.org/wiki/Q4760567,https://open.spotify.com/artist/2RePyZFhRc3qX0OO7h8I4k,"Mar 18, 1969",,1969,,2RePyZFhRc3qX0OO7h8I4k,https://i.scdn.co/image/ab67616d0000b27390dc709034470db36d12675b
Gian Francesco Malipiero,March 18,August 01,44517,904,18,"['contemporary classical', 'early modern classical', 'neoclassicism']",http://en.wikipedia.org/wiki/Gian_Francesco_Malipiero,https://www.wikidata.org/wiki/Q318968,https://open.spotify.com/artist/4EyY6oleYBgqoIGLu4WS2o,"Mar 18, 1882","Aug 01, 1973",1882,1973,4EyY6oleYBgqoIGLu4WS2o,https://i.scdn.co/image/3111b77449d1ee9b09fbfaba1e73dc95da7f21c8
Yannis Markopoulos,March 18,,23408,882,18,['greek contemporary classical'],http://en.wikipedia.org/wiki/Yannis_Markopoulos,https://www.wikidata.org/wiki/Q382090,https://open.spotify.com/artist/4IzL5tjOupRP7jCyAmYvBP,"Mar 18, 1939",,1939,,4IzL5tjOupRP7jCyAmYvBP,https://i.scdn.co/image/ab67616d0000b273c704cb9b6920ef0d00f386c4
Paul Le Flem,March 18,July 31,166520,78,6,['impressionism'],http://en.wikipedia.org/wiki/Paul_Le_Flem,https://www.wikidata.org/wiki/Q964256,https://open.spotify.com/artist/0ye0PkBIfUng7v2Ny7w8Xh,"Mar 18, 1881","Jul 31, 1984",1881,1984,0ye0PkBIfUng7v2Ny7w8Xh,https://i.scdn.co/image/ab67616d0000b273c38488033b4c54bd4d807a20
César Guerra-Peixe,March 18,November 26,10445,848,8,"['brazilian classical', 'latin classical']",http://en.wikipedia.org/wiki/C%C3%A9sar_Guerra-Peixe,https://www.wikidata.org/wiki/Q1150729,https://open.spotify.com/artist/0553nEUSbg4SCH4YuC9yte,"Mar 18, 1914","Nov 26, 1993",1914,1993,0553nEUSbg4SCH4YuC9yte,https://i.scdn.co/image/ab67616d0000b273f05a1c60ba1c64600bf8d26c
Joseph Schmitt,March 18,May 28,9419,190,3,['classical era'],http://en.wikipedia.org/wiki/Joseph_Schmitt,https://www.wikidata.org/wiki/Q1707976,https://open.spotify.com/artist/3FK8nMGtEV0ENwtiXB1SA0,"Mar 18, 1734","May 28, 1791",1734,1791,3FK8nMGtEV0ENwtiXB1SA0,https://i.scdn.co/image/ab67616d0000b2733e47720924ae62c7498c80dd
Giuseppe Ottavio Pitoni,March 18,February 01,16985,69,4,[],http://en.wikipedia.org/wiki/Giuseppe_Ottavio_Pitoni,https://www.wikidata.org/wiki/Q1528547,https://open.spotify.com/artist/5lXSDZq2a6PV0LW4GcFAnj,"Mar 18, 1657","Feb 01, 1743",1657,1743,5lXSDZq2a6PV0LW4GcFAnj,
Dylan Mattingly,March 18,,10364,76,4,['american 21st century classical'],http://en.wikipedia.org/wiki/Dylan_Mattingly,https://www.wikidata.org/wiki/Q5318744,https://open.spotify.com/artist/6ASw3DZXjZVbxjzt7Ayypv,"Mar 18, 1991",,1991,,6ASw3DZXjZVbxjzt7Ayypv,https://i.scdn.co/image/ab67616d0000b27306af70306cbbf6002ae23922
Andrew Ford,March 18,,19721,35,3,[],http://en.wikipedia.org/wiki/Andrew_Ford_(composer),https://www.wikidata.org/wiki/Q4756977,https://open.spotify.com/artist/37sNpGtXQD3G07BOtjDGZs,"Jan 01, 1957",,1957,,37sNpGtXQD3G07BOtjDGZs,
Giannis Markopoulos,March 18,,3896,256,2,[],http://en.wikipedia.org/wiki/Giannis_Markopoulos,,https://open.spotify.com/artist/0QaVAk27En3WKeckWpqn45,,,1939,,0QaVAk27En3WKeckWpqn45,https://i.scdn.co/image/ab67616d0000b2734087449ceba276f35f7ae3d7
King John IV of Portugal,March 18,,3386,27,19,['portuguese early music'],http://en.wikipedia.org/wiki/King_John_IV_of_Portugal,,https://open.spotify.com/artist/2ei8XwGdQWs2iJxabaYsst,,,1603,,2ei8XwGdQWs2iJxabaYsst,
Hanna Kulenty,March 18,,9846,94,1,['polish contemporary classical'],http://en.wikipedia.org/wiki/Hanna_Kulenty,https://www.wikidata.org/wiki/Q453451,https://open.spotify.com/artist/43OQVFG08fQCI0UmMbE2ep,"Mar 18, 1961",,1961,,43OQVFG08fQCI0UmMbE2ep,https://i.scdn.co/image/95e98e7fef848385c04ccaf7bdb8cfe480369580
Johann Vogel,March 18,June 26,7441,35,2,[],http://en.wikipedia.org/wiki/Johann_Vogel_(composer),https://www.wikidata.org/wiki/Q551526,https://open.spotify.com/artist/6k28TFTSSsMoI2iGDA98wk,"Mar 18, 1756","Jun 26, 1788",1756,1788,6k28TFTSSsMoI2iGDA98wk,https://i.scdn.co/image/ab67616d0000b27395dd07c6696cf00f4d68ffce
Grigory Krein,March 18,January 06,5174,2,1,[],http://de.wikipedia.org/wiki/Grigori_Abramowitsch_Krein,https://www.wikidata.org/wiki/Q368985,https://open.spotify.com/artist/69IFJeDRjGFFrhisKwjVdo,"Mar 18, 1879","Jan 06, 1955",1879,1955,69IFJeDRjGFFrhisKwjVdo,https://i.scdn.co/image/ab67616d0000b273c1f787d5001171b31ed7d81a
Frank H. Losey,March 18,May 03,4400,9,0,[],http://en.wikipedia.org/wiki/Frank_H._Losey,https://www.wikidata.org/wiki/Q5487014,https://open.spotify.com/artist/2coryMlvCtRi705gqwrLce,"Mar 18, 1870","May 03, 1931",1870,1931,2coryMlvCtRi705gqwrLce,https://i.scdn.co/image/ab67616d0000b273338f4e126146d66945bea073
Gheorghi Arnaoudov,March 18,,8632,13,0,[],http://en.wikipedia.org/wiki/Gheorghi_Arnaoudov,https://www.wikidata.org/wiki/Q302469,https://open.spotify.com/artist/2iDkBybPsr8rveLhNaYPrz,"Mar 18, 1957",,1957,,2iDkBybPsr8rveLhNaYPrz,https://i.scdn.co/image/ab67616d0000b273305363e00acfd26553fb6237
Joe Burke,March 18,June 09,21318,0,0,,http://en.wikipedia.org/wiki/Joe_Burke_(composer),https://www.wikidata.org/wiki/Q1906830,,"Mar 18, 1884","Jun 09, 1950",1884,1950,,
